"year","cowcode","ln_gdpen"
1980,450,-0.07580173
1981,450,-0.038740814
1982,450,-0.066139817
1983,450,-0.082295239
1984,450,-0.140412137
1985,450,-0.158995748
1986,450,-0.2382572
1987,450,-0.146182477
1988,450,-0.138113305
1989,450,-0.169602811
1990,450,-0.220646694
1991,450,-0.295714229
1992,450,0.308858005
1993,450,0.307443926
1994,450,0.30884826
1995,450,0.306122567
1996,450,0.309150483
1997,450,0.809428604
1998,450,0.727477038
1999,450,0.307844227
2000,450,0.860332966
1951,620,0.837847809
1952,620,-0.053400762
1953,620,-0.023268629
1954,620,0.145830408
1955,620,0.550430834
1956,620,0.440832257
1957,620,0.552735031
1958,620,0.634988248
1959,620,0.634988248
1960,620,0.697139144
1961,620,0.992510736
1962,620,1.660131097
1963,620,0.867100537
1964,620,1.02639997
1965,620,1.149622202
1966,620,0.796605885
1967,620,0.972671032
1968,620,0.974559665
1969,620,1.070898414
1970,620,1.157509923
1971,620,1.117434025
1972,620,1.210153699
1973,620,1.35092628
1974,620,1.415610433
1975,620,1.485234261
1976,620,1.785909057
1977,620,1.789089322
1978,620,2.001615047
1979,620,1.98182869
1980,620,2.031038761
1981,620,2.16194272
1982,620,2.1059618
1983,620,2.282688618
1984,620,2.346506357
1985,620,2.254864454
1986,620,2.218333483
1987,620,2.253184795
1988,620,2.371364594
1989,620,2.398531437
1990,620,2.405322075
1991,620,2.400165319
1992,620,0.84761567
1993,620,0.845756444
1994,620,0.847702692
1995,620,0.848488171
1996,620,0.845831352
1997,620,0.849837665
1998,620,0.84712715
1999,620,0.858210909
2000,620,0.856511862
1991,368,1.453915
1992,368,1.214921117
1993,368,1.04108417
1994,368,0.940718353
1995,368,0.974713981
1996,368,1.022344828
1997,368,1.093524337
1998,368,1.144077539
1999,368,1.101967335
2000,368,0.856399488
1945,212,0.853664783
1946,212,0.853533476
1947,212,0.855612914
1948,212,0.857443707
1949,212,0.856918797
1950,212,0.856713224
1951,212,0.858038503
1952,212,0.857344963
1953,212,0.858536192
1954,212,0.856941742
1955,212,0.856426712
1956,212,0.856672308
1957,212,0.856477516
1958,212,0.857781958
1959,212,0.857650095
1960,212,0.858022778
1961,212,0.862045348
1962,212,0.861919363
1963,212,0.860764243
1964,212,0.861630152
1965,212,0.861034416
1966,212,0.85945896
1967,212,0.86040949
1968,212,0.861209156
1969,212,0.860872637
1970,212,0.861616836
1971,212,0.861550473
1972,212,0.858268706
1973,212,0.859594707
1974,212,0.861918466
1975,212,0.861437191
1976,212,0.860972319
1977,212,0.8609197
1978,212,0.8623684
1979,212,0.861099668
1980,212,0.859772939
1981,212,0.861011767
1982,212,0.860745771
1983,212,0.85959583
1984,212,0.860903507
1985,212,0.860365442
1986,212,0.859572062
1987,212,0.861923794
1988,212,0.859325932
1989,212,0.861055718
1990,212,0.861311957
1991,212,0.860528392
1992,212,0.861974217
1993,212,0.862507519
1994,212,0.864140699
1995,212,0.862857778
1996,212,0.864027248
1997,212,0.865183387
1998,212,0.863200813
1999,212,0.863251901
2000,212,0.861249768
1992,343,0.853099948
1993,343,0.842790892
1994,343,0.846040478
1995,343,0.853019726
1996,343,0.853971867
1997,343,0.856015562
1998,343,0.856405942
1999,343,0.85832798
1960,511,0.174793273
1961,511,0.164666638
1962,511,0.169742733
1963,511,0.141499519
1964,511,0.113328688
1965,511,0.105260462
1966,511,0.105260462
1967,511,0.114221193
1968,511,0.09075439
1969,511,0.123985954
1970,511,0.136277646
1971,511,0.187309071
1972,511,0.128393188
1973,511,0.066723637
1974,511,0.013902962
1975,511,-0.005012537
1976,511,-0.072570682
1977,511,-0.062939785
1978,511,-0.099820368
1979,511,-0.005012537
1980,511,-0.016129354
1981,511,-0.166054577
1982,511,-0.197232187
1983,511,-0.229413137
1984,511,-0.266573131
1985,511,-0.262664318
1986,511,-0.314710706
1987,511,-0.341082811
1988,511,-0.37833643
1989,511,-0.385662466
1990,511,-0.393042564
1991,511,-0.449416965
1992,511,-0.497580439
1993,511,-0.504868567
1994,511,-0.534663737
1995,511,-0.547536135
1996,511,-0.557186544
1997,511,-0.551858783
1998,511,-0.544123709
1999,511,-0.529523015
2000,511,0.855821932
1964,553,-0.991553247
1965,553,-0.886731923
1966,553,-0.820980549
1967,553,-0.783071935
1968,553,-0.796287954
1969,553,-0.767870784
1970,553,-0.820980549
1971,553,-0.683196843
1972,553,-0.697155237
1973,553,-0.736054659
1974,553,-0.719491184
1975,553,-0.675307274
1976,553,-0.67727381
1977,553,-0.689155221
1978,553,-0.608805954
1979,553,-0.592397332
1980,553,-0.590590537
1981,553,-0.669430614
1982,553,-0.703197479
1983,553,-0.719491184
1984,553,-0.67727381
1985,553,-0.657780051
1986,553,-0.689155221
1987,553,-0.707246125
1988,553,-0.707246125
1989,553,-0.644357085
1990,553,-0.655851424
1991,553,-0.603306472
1992,553,-0.701179385
1993,553,-0.636093557
1994,553,-0.771545589
1995,553,-0.644272804
1996,553,-0.599858344
1997,553,-0.588279426
1998,553,-0.593226552
1999,553,-0.577852428
2000,553,0.852931523
1957,820,0.255417109
1958,820,0.21511139
1959,820,0.285178989
1960,820,0.350656837
1961,820,0.39068985
1962,820,0.430482864
1963,820,0.455524325
1964,820,0.473746568
1965,820,0.513422251
1966,820,0.54869926
1967,820,0.553310215
1968,820,0.580538213
1969,820,0.594982922
1970,820,0.767326593
1971,820,0.796605885
1972,820,0.852711737
1973,820,0.938052237
1974,820,1.02639997
1975,820,0.979453325
1976,820,1.046968102
1977,820,1.122654319
1978,820,1.175264716
1979,820,1.244154572
1980,820,1.334737897
1981,820,1.389040589
1982,820,1.42815578
1983,820,1.455587268
1984,820,1.486139655
1985,820,1.422143936
1986,820,1.352996111
1987,820,1.358666182
1988,820,1.450442195
1989,820,1.542015195
1990,820,1.633935452
1991,820,1.725619674
1992,820,1.748503923
1993,820,1.817970634
1994,820,1.88120389
1995,820,1.950071454
1996,820,2.020518303
1997,820,2.066055775
1998,820,1.966124654
1999,820,1.99891758
2000,820,0.858062082
1960,432,-0.62548846
1961,432,-0.661648571
1962,432,-0.687165082
1963,432,-0.669430614
1964,432,-0.865122437
1965,432,-0.832409263
1966,432,-0.850971282
1967,432,-0.855666101
1968,432,-0.87707001
1969,432,-0.9162907
1970,432,-0.869884372
1971,432,-0.865122437
1972,432,-0.820980549
1973,432,-0.858021855
1974,432,-0.83932966
1975,432,-0.774357259
1976,432,-0.703197479
1977,432,-0.689155221
1978,432,-0.671385705
1979,432,-0.59602046
1980,432,-0.631111801
1981,432,-0.669430614
1982,432,-0.646263599
1983,432,-0.687165082
1984,432,-0.681218624
1985,432,-0.631111801
1986,432,-0.597836971
1987,432,-0.634878337
1988,432,-0.661648571
1989,432,-0.586987019
1990,432,-0.632993221
1991,432,-0.703197479
1992,432,-0.649802268
1993,432,-0.697128296
1994,432,-0.712797582
1995,432,-0.676359713
1996,432,-0.668509245
1997,432,-0.626939535
1998,432,-0.617162883
1999,432,-0.587871134
2000,432,0.856878412
1964,338,0.842202661
1965,338,0.847218114
1966,338,0.85270287
1967,338,0.854139804
1968,338,0.857458973
1969,338,0.858719322
1970,338,0.859272631
1971,338,0.858305284
1972,338,0.859786163
1973,338,0.858122835
1974,338,0.859822649
1975,338,0.858693919
1976,338,0.862084062
1977,338,0.860405153
1978,338,0.85842126
1979,338,0.860518606
1980,338,0.858321789
1981,338,0.858156597
1982,338,0.858618446
1983,338,0.860047535
1984,338,0.859583344
1985,338,0.859988479
1986,338,0.859781566
1987,338,0.858075044
1988,338,0.857758386
1989,338,0.861389363
1990,338,0.860575105
1991,338,0.860098882
1992,338,0.85932671
1993,338,0.860512974
1994,338,0.858335414
1995,338,0.861169432
1996,338,0.859470143
1997,338,0.857200743
1998,338,0.857507825
1999,338,0.857728707
2000,338,0.857739707
1960,435,-0.248461396
1961,435,-0.167235896
1962,435,-0.193584755
1963,435,-0.306525171
1964,435,-0.17554459
1965,435,-0.125563189
1966,435,-0.1554849
1967,435,-0.170788333
1968,435,-0.157824114
1969,435,-0.154317364
1970,435,-0.136965886
1971,435,-0.150822878
1972,435,-0.154317364
1973,435,-0.162518904
1974,435,-0.034591425
1975,435,-0.088831194
1976,435,0.110646509
1977,435,0.054488178
1978,435,-0.041864213
1979,435,-0.07149601
1980,435,-0.122167647
1981,435,-0.118783526
1982,435,-0.122167647
1983,435,-0.062939785
1984,435,-0.166054577
1985,435,-0.193584755
1986,435,-0.17554459
1987,435,-0.211956337
1988,435,-0.2382572
1989,435,-0.213193193
1990,435,-0.234457299
1991,435,-0.220646694
1992,435,-0.17793119
1993,435,-0.152417526
1994,435,-0.135256514
1995,435,-0.118110247
1996,435,-0.091812804
1997,435,-0.088124394
1998,435,-0.079172008
1999,435,-0.066128604
2000,435,0.85864415
1968,590,1.129464746
1969,590,0.985070229
1970,590,0.874635041
1971,590,0.925448656
1972,590,0.942348242
1973,590,0.949338615
1974,590,1.197552204
1975,590,1.29143405
1976,590,1.368893862
1977,590,1.429832697
1978,590,1.465336561
1979,590,1.484328151
1980,590,1.383289814
1981,590,1.378514171
1982,590,1.362257719
1983,590,1.363793135
1984,590,1.401429176
1985,590,1.441255927
1986,590,1.495597124
1987,590,1.62255156
1988,590,1.665061831
1989,590,1.810744762
1990,590,1.764388204
1991,590,1.784902692
1992,590,1.819212437
1993,590,1.857548475
1994,590,1.882850647
1995,590,1.920767426
1996,590,1.965343833
1997,590,2.006957769
1998,590,2.051125288
1999,590,2.071990013
2000,590,0.85935379
1945,70,0.607044518
1946,70,0.663718402
1947,70,0.721734703
1948,70,0.713439822
1949,70,0.753771782
1950,70,0.787547827
1951,70,0.849723458
1952,70,0.848440051
1953,70,0.805135667
1954,70,0.874217987
1955,70,0.92187506
1956,70,0.951657832
1957,70,0.997317553
1958,70,1.01196444
1959,70,1.002835393
1960,70,1.042394638
1961,70,1.052219272
1962,70,1.063675761
1963,70,1.104925632
1964,70,1.181113482
1965,70,1.209258795
1966,70,1.243289709
1967,70,1.275921345
1968,70,1.326013446
1969,70,1.34703362
1970,70,1.383039117
1971,70,1.438174963
1972,70,1.482513189
1973,70,1.528010964
1974,70,1.564858913
1975,70,1.594933271
1976,70,1.604023337
1977,70,1.589235187
1978,70,1.650195956
1979,70,1.726509571
1980,70,1.800719142
1981,70,1.866712332
1982,70,1.782045722
1983,70,1.686584115
1984,70,1.709102273
1985,70,1.726509571
1986,70,1.664494157
1987,70,1.660511255
1988,70,1.676909566
1989,70,1.716676712
1990,70,1.762502313
1991,70,1.794754982
1992,70,1.833061337
1993,70,1.834200501
1994,70,1.859466672
1995,70,1.778111339
1996,70,1.812835813
1997,70,1.863817453
1998,70,1.898076415
1999,70,1.918628573
2000,70,0.871489092
1990,359,0.464861264
1991,359,1.246761799
1992,359,0.904928803
1993,359,0.893545628
1994,359,0.523930609
1995,359,0.511903405
1996,359,0.454323202
1997,359,0.473206669
1998,359,0.409249902
1999,359,0.368211061
2000,359,0.857567237
1945,712,0.852920433
1946,712,0.854798479
1947,712,0.855202922
1948,712,0.855373982
1949,712,-0.200892925
1950,712,-0.189950556
1951,712,-0.17793119
1952,712,-0.167235896
1953,712,-0.169602811
1954,712,-0.173163593
1955,712,-0.171975255
1956,712,-0.006018055
1957,712,0.09075439
1958,712,0.154436395
1959,712,0.228727907
1960,712,0.242161602
1961,712,0.301584989
1962,712,0.350656837
1963,712,0.3569749
1964,712,0.322083503
1965,712,0.424613953
1966,712,0.421994388
1967,712,0.459953278
1968,712,0.50982511
1969,712,0.544066966
1970,712,0.591114461
1971,712,0.620576501
1972,712,0.654925942
1973,712,0.683601737
1974,712,0.716375291
1975,712,0.750944257
1976,712,0.790273905
1977,712,0.839409709
1978,712,0.894045115
1979,712,0.930588067
1980,712,0.974559665
1981,712,0.453004301
1982,712,0.503979266
1983,712,0.532825828
1984,712,0.564176798
1985,712,0.619500637
1986,712,0.645006835
1987,712,0.617884696
1988,712,0.634458184
1989,712,0.697139144
1990,712,0.610851943
1991,712,0.496988744
1992,712,0.381049454
1993,712,0.335071295
1994,712,0.343062639
1995,712,0.390314251
1996,712,0.401208729
1997,712,0.4287512
1998,712,0.452622205
1999,712,0.472992301
2000,712,0.858383397
1956,600,-0.208254963
1957,600,-0.253602743
1958,600,-0.211956337
1959,600,-0.213193193
1960,600,-0.204567164
1961,600,-0.006018055
1962,600,0.104360029
1963,600,0.219938457
1964,600,0.237440854
1965,600,0.199670166
1966,600,0.14928171
1967,600,0.168898553
1968,600,0.244513541
1969,600,0.279145747
1970,600,0.294161052
1971,600,0.312618554
1972,600,0.312618554
1973,600,0.324977815
1974,600,0.359770119
1975,600,0.436963767
1976,600,0.556754529
1977,600,0.573236883
1978,600,0.598286927
1979,600,0.630739689
1980,600,0.663203299
1981,600,0.617884696
1982,600,0.669878542
1983,600,0.630739689
1984,600,0.644482017
1985,600,0.670901537
1986,600,0.743840337
1987,600,0.700122774
1988,600,0.75659138
1989,600,0.769645095
1990,600,0.765932858
1991,600,0.806922138
1992,600,0.776108742
1993,600,0.747336507
1994,600,0.828101516
1995,600,0.742455304
1996,600,0.84036088
1997,600,0.800770342
1998,600,0.84979403
1999,600,0.826263189
2000,600,0.857814818
1975,541,0.167207956
1976,541,0.09075439
1977,541,0.098033778
1978,541,0.069526091
1979,541,0.075107425
1980,541,-0.080126069
1981,541,-0.062939785
1982,541,-0.099820368
1983,541,-0.143870369
1984,541,-0.163696125
1985,541,-0.289016277
1986,541,-0.261364788
1987,541,-0.295714229
1988,541,-0.274436861
1989,541,-0.234457299
1990,541,-0.274436861
1991,541,-0.297059268
1992,541,-0.341082811
1993,541,-0.278877854
1994,541,-0.233839065
1995,541,-0.217347652
1996,541,-0.174341142
1997,541,-0.093744107
1998,541,-0.001176692
1999,541,0.049785871
2000,541,0.854717164
1948,775,-1.599487543
1949,775,-1.614450455
1950,775,-1.478409648
1951,775,-1.452434182
1952,775,-1.370420933
1953,775,-1.358679175
1954,775,-1.378326178
1955,775,-1.366491795
1956,775,-1.422958374
1957,775,-1.309333324
1958,775,-1.347073674
1959,775,-1.224175453
1960,775,-1.152013063
1961,775,-1.161552072
1962,775,-0.986176848
1963,775,-0.872273803
1964,775,-0.959720314
1965,775,-0.879476786
1966,775,-0.908818722
1967,775,-0.970219076
1968,775,-0.923818946
1969,775,-0.903868198
1970,775,-0.872273803
1971,775,-0.872273803
1972,775,-0.869884372
1973,775,-0.889162004
1974,775,-0.903868198
1975,775,-0.87707001
1976,775,-0.83932966
1977,775,-0.805196702
1978,775,-0.761426032
1979,775,-0.727738619
1980,775,-0.683196843
1981,775,-0.640554726
1982,775,-0.597836971
1983,775,-0.578034401
1984,775,-0.534435451
1985,775,-0.51249373
1986,775,-0.555125892
1987,775,-0.610646009
1988,775,-0.774357259
1989,775,-0.492658317
1990,775,-0.464878589
1991,775,-0.471405834
1992,775,-0.379182756
1993,775,-0.320542067
1994,775,-0.248426467
1995,775,-0.181253418
1996,775,-0.118816748
1997,775,-0.063840233
1998,775,-0.01549226
1999,775,0.85384571
2000,775,0.858356553
1965,565,0.307424863
1966,565,0.308508231
1967,565,0.306944115
1968,565,0.307635277
1969,565,0.307273453
1970,565,0.309383684
1971,565,0.307839985
1972,565,0.30388149
1973,565,0.307546777
1974,565,0.309014242
1975,565,0.308117212
1976,565,0.308656152
1977,565,0.310185001
1978,565,0.308609415
1979,565,0.308150493
1980,565,0.308439579
1981,565,0.307018622
1982,565,0.310470333
1983,565,0.308406792
1984,565,0.308890286
1985,565,0.308331166
1986,565,0.307879637
1987,565,0.30888775
1988,565,0.307502681
1989,565,0.309698666
1990,565,1.048721552
1991,565,1.026041627
1992,565,1.020290256
1993,565,0.976311743
1994,565,1.011336207
1995,565,1.021382332
1996,565,1.016996861
1997,565,1.018225431
1998,565,1.017738819
1999,565,1.025111437
2000,565,0.858762167
1945,790,0.852163881
1946,790,-0.711311162
1947,790,-0.685178995
1948,790,-0.655851424
1949,790,-0.629233897
1950,790,-0.603306472
1951,790,-0.669430614
1952,790,-0.642454028
1953,790,-0.614336014
1954,790,-0.586987019
1955,790,-0.614336014
1956,790,-0.585190058
1957,790,-0.556869566
1958,790,-0.529329121
1959,790,-0.500875294
1960,790,-0.465215087
1961,790,-0.492658317
1962,790,-0.47481522
1963,790,-0.476424217
1964,790,-0.404965252
1965,790,-0.430782944
1966,790,-0.409473181
1967,790,-0.462035477
1968,790,-0.47481522
1969,790,-0.424647957
1970,790,-0.400477529
1971,790,-0.376877666
1972,790,-0.376877666
1973,790,-0.412489712
1974,790,-0.373966396
1975,790,-0.397496939
1976,790,-0.37251398
1977,790,-0.061875407
1978,790,-0.027371207
1979,790,0.04210116
1980,790,-0.114289127
1981,790,-0.093212366
1982,790,-0.086647809
1983,790,-0.07904318
1984,790,-0.072570682
1985,790,-0.066139817
1986,790,-0.041864213
1987,790,-0.050950106
1988,790,-0.002564915
1989,790,0.014190834
1990,790,0.034005217
1991,790,0.070409983
1992,790,0.085484758
1993,790,0.098255858
1994,790,0.152373388
1995,790,0.161790565
1996,790,0.189427882
1997,790,0.21481216
1998,790,0.22046873
1999,790,0.236029759
2000,790,0.875294154
1945,210,1.346773624
1946,210,1.34703362
1947,210,1.451613784
1948,210,1.469715953
1949,210,1.44456327
1950,210,1.511163354
1951,210,1.493128896
1952,210,1.463949561
1953,210,1.538371444
1954,210,1.613031507
1955,210,1.667518139
1956,210,1.716496944
1957,210,1.727043152
1958,210,1.679337025
1959,210,1.720084429
1960,210,1.804511189
1961,210,1.828573465
1962,210,1.856610417
1963,210,1.883578777
1964,210,1.962486267
1965,210,2.000939369
1966,210,2.018629313
1967,210,2.060895681
1968,210,2.116375923
1969,210,2.168939352
1970,210,2.219094753
1971,210,2.247706413
1972,210,2.270371675
1973,210,2.308964729
1974,210,2.339399099
1975,210,2.327765465
1976,210,2.370243788
1977,210,2.388946295
1978,210,2.407665491
1979,210,2.423563004
1980,210,2.423385859
1981,210,2.40505147
1982,210,2.385914803
1983,210,2.396348715
1984,210,2.423740149
1985,210,2.445732594
1986,210,2.467845201
1987,210,2.473002672
1988,210,2.492130518
1989,210,2.532982349
1990,210,2.567177773
1991,210,2.579913855
1992,210,2.586334467
1993,210,2.587292433
1994,210,2.612351656
1995,210,2.62958622
1996,210,2.655833721
1997,210,2.687230349
1998,210,2.717394352
1999,210,2.745735645
2000,210,0.861138198
1945,920,1.761815548
1946,920,1.78238225
1947,920,1.799066067
1948,920,1.809763074
1949,920,1.851756454
1950,920,1.897169948
1951,920,1.834659338
1952,920,1.804017305
1953,920,1.80302906
1954,920,1.918538928
1955,920,1.928327918
1956,920,1.912796497
1957,920,1.947337747
1958,920,1.935282469
1959,920,1.951608181
1960,920,2.074429035
1961,920,2.08765769
1962,920,2.098508596
1963,920,2.126682997
1964,920,2.160675764
1965,920,2.200773716
1966,920,2.210579395
1967,920,2.163782835
1968,920,2.154548883
1969,920,2.210689068
1970,920,2.239858389
1971,920,2.274802685
1972,920,2.302984953
1973,920,2.3637743
1974,920,2.405863523
1975,920,2.353848457
1976,920,2.3637743
1977,920,2.307075024
1978,920,2.30617857
1979,920,2.33621335
1980,920,2.338145256
1981,920,2.380934
1982,920,2.388395786
1983,920,2.398258924
1984,920,2.437640429
1985,920,2.437378168
1986,920,2.459930658
1987,920,2.458562613
1988,920,2.442434072
1989,920,2.464874029
1990,920,2.443476677
1991,920,2.402792454
1992,920,2.430362463
1993,920,2.480087519
1994,920,2.519129276
1995,920,2.541498899
1996,920,2.551751137
1997,920,2.558256149
1998,920,2.550335407
1999,920,2.588572025
2000,920,0.860752072
1945,93,0.852253106
1946,93,-0.244622588
1947,93,-0.146182477
1948,93,-0.065072022
1949,93,0.165514395
1950,93,0.141499519
1951,93,0.211070985
1952,93,0.346422583
1953,93,0.368801117
1954,93,0.465619057
1955,93,0.482426167
1956,93,0.456158191
1957,93,0.501381159
1958,93,0.472500503
1959,93,0.39271751
1960,93,0.473746568
1961,93,0.521171927
1962,93,0.60212779
1963,93,0.656483173
1964,93,0.733809114
1965,93,0.809150875
1966,93,0.820660532
1967,93,0.886655927
1968,93,0.849723458
1969,93,0.851432145
1970,93,0.858237803
1971,93,0.851858914
1972,93,0.823297918
1973,93,0.857389688
1974,93,0.966603518
1975,93,0.928614438
1976,93,0.94817698
1977,93,1.015592933
1978,93,0.899754822
1979,93,0.534737468
1980,93,0.616805971
1981,93,0.636047602
1982,93,0.609221935
1983,93,0.651804209
1984,93,0.636047602
1985,93,0.582215607
1986,93,0.547543168
1987,93,0.541742742
1988,93,0.35767442
1989,93,0.28065747
1990,93,0.257738233
1991,93,0.22535792
1992,93,0.199476928
1993,93,0.166518182
1994,93,0.170947969
1995,93,0.185449123
1996,93,0.204846784
1997,93,0.227996543
1998,93,0.241731361
1999,93,0.28410849
2000,93,0.857753275
1960,436,-0.631111801
1961,436,-0.592397332
1962,436,-0.491023004
1963,436,-0.470003635
1964,436,-0.505838096
1965,436,-0.444725871
1966,436,-0.274436861
1967,436,-0.279713929
1968,436,-0.279713929
1969,436,-0.368169367
1970,436,-0.216913
1971,436,-0.193584755
1972,436,-0.274436861
1973,436,-0.544727206
1974,436,-0.353821844
1975,436,-0.517514586
1976,436,-0.53102833
1977,436,-0.466808766
1978,436,-0.441610545
1979,436,-0.348140091
1980,436,-0.332679421
1981,436,-0.345311165
1982,436,-0.336872339
1983,436,-0.393042564
1984,436,-0.555125892
1985,436,-0.581605792
1986,436,-0.562118948
1987,436,-0.610646009
1988,436,-0.621757209
1989,436,-0.683196843
1990,436,-0.727353811
1991,436,-0.73469758
1992,436,-0.835520506
1993,436,-0.855350375
1994,436,-0.850569487
1995,436,-0.859141827
1996,436,-0.859860539
1997,436,-0.867271602
1998,436,-0.802537382
1999,436,-0.842114806
2000,436,0.852717707
1960,475,-0.567396045
1961,475,-0.59602046
1962,475,-0.592397332
1963,475,-0.5412848
1964,475,-0.500875294
1965,475,-0.471604884
1966,475,-0.5412848
1967,475,-0.723606348
1968,475,-0.729811192
1969,475,-0.470003635
1970,475,-0.265268445
1971,475,0.053540718
1972,475,0.001997977
1973,475,0.065787703
1974,475,0.175632596
1975,475,0.219135538
1976,475,0.247641042
1977,475,0.3920421
1978,475,0.414094448
1979,475,0.331459701
1980,475,0.363253236
1981,475,0.415415436
1982,475,0.34995243
1983,475,0.230317712
1984,475,0.065787703
1985,475,0.060153957
1986,475,-0.027371207
1987,475,-0.104249999
1988,475,-0.061875407
1989,475,-0.049190219
1990,475,-0.005012537
1991,475,0.039220676
1992,475,-0.022245623
1993,475,-0.02958896
1994,475,-0.05790709
1995,475,-0.062926583
1996,475,-0.049401302
1997,475,-0.050199252
1998,475,-0.058662999
1999,475,-0.073880278
2000,475,0.860091938
1945,385,1.285368443
1946,385,1.319352984
1947,385,1.350408077
1948,385,1.381533027
1949,385,1.415124774
1950,385,1.472013235
1951,385,1.47727704
1952,385,1.519075394
1953,385,1.575260401
1954,385,1.601607323
1955,385,1.622748852
1956,385,1.642679334
1957,385,1.67034483
1958,385,1.67578733
1959,385,1.694881439
1960,385,1.724550724
1961,385,1.767125249
1962,385,1.804675698
1963,385,1.850657105
1964,385,1.89551878
1965,385,1.938741684
1966,385,1.975884914
1967,385,2.024985313
1968,385,2.035228252
1969,385,2.074429035
1970,385,2.083682537
1971,385,2.11878252
1972,385,2.168596506
1973,385,2.204972267
1974,385,2.247178078
1975,385,2.279623508
1976,385,2.344494581
1977,385,2.372857094
1978,385,2.41636014
1979,385,2.461211443
1980,385,2.49658823
1981,385,2.501927614
1982,385,2.499548912
1983,385,2.542703629
1984,385,2.598904848
1985,385,2.649290562
1986,385,2.686690331
1987,385,2.69543767
1988,385,2.686077118
1989,385,2.683074236
1990,385,2.701495409
1991,385,2.711178541
1992,385,2.74200058
1993,385,2.763023138
1994,385,2.810798645
1995,385,2.843169451
1996,385,2.886169672
1997,385,2.926780224
1998,385,2.940269232
1999,385,2.942680597
2000,385,0.857740405
1971,698,1.772236824
1972,698,1.810744762
1973,698,1.743269324
1974,698,1.706564665
1975,698,1.962767243
1976,698,2.042258739
1977,698,1.916187048
1978,698,1.817264795
1979,698,1.773934841
1980,698,1.875027776
1981,698,1.897469997
1982,698,1.934415817
1983,698,2.040570736
1984,698,2.099489212
1985,698,2.219094753
1986,698,2.045626163
1987,698,1.959672213
1988,698,1.978930354
1989,698,2.023400068
1990,698,2.064182758
1991,698,2.072514534
1992,698,2.066821337
1993,698,2.070020914
1994,698,2.076193333
1995,698,2.079668522
1996,698,0.856336131
1997,698,0.852591603
1998,698,0.848253129
1999,698,0.85839443
2000,698,0.856774691
1947,770,-0.216913
1948,770,-0.11991027
1949,770,-0.61989677
1950,770,-0.507497847
1951,770,-0.487760305
1952,770,-0.539568067
1953,770,-0.507497847
1954,770,-0.507497847
1955,770,-0.54645282
1956,770,-0.507497847
1957,770,-0.52424866
1958,770,-0.54645282
1959,770,-0.50916034
1960,770,-0.449416965
1961,770,-0.417031765
1962,770,-0.400477529
1963,770,-0.348140091
1964,770,-0.282362908
1965,770,-0.117658041
1966,770,-0.112049513
1967,770,-0.076881044
1968,770,-0.034591425
1969,770,-0.05551273
1970,770,0.0285875
1971,770,-0.028399471
1972,770,-0.107585207
1973,770,-0.097612821
1974,770,-0.068278827
1975,770,-0.080126069
1976,770,-0.058688976
1977,770,-0.031490687
1978,770,0.013902962
1979,770,0.051643208
1980,770,0.104360029
1981,770,0.096218817
1982,770,0.121332243
1983,770,0.155292869
1984,770,0.188137963
1985,770,0.23269774
1986,770,0.246860057
1987,770,0.269263506
1988,770,0.315540433
1989,770,0.334327042
1990,770,0.332177341
1991,770,0.332177341
1992,770,0.359072089
1993,770,0.352977395
1994,770,0.366109431
1995,770,0.391445309
1996,770,0.404785544
1997,770,0.390870422
1998,770,0.392004251
1999,770,0.406784207
2000,770,0.878846112
1945,95,0.852277093
1946,95,0.068592772
1947,95,0.097126707
1948,95,0.123102233
1949,95,0.156148702
1950,95,0.269263506
1951,95,0.212689087
1952,95,0.285178989
1953,95,0.287431985
1954,95,0.300845027
1955,95,0.308954209
1956,95,0.339325339
1957,95,0.400787532
1958,95,0.396760672
1959,95,0.414094448
1960,95,0.454255313
1961,95,0.524728537
1962,95,0.576613367
1963,95,0.634458184
1964,95,0.646055579
1965,95,0.700122774
1966,95,0.75000006
1967,95,0.803345978
1968,95,0.838977575
1969,95,0.889536023
1970,95,0.949338615
1971,95,1.019569159
1972,95,1.049071908
1973,95,1.065744758
1974,95,1.071241021
1975,95,1.059178233
1976,95,1.048721552
1977,95,1.027116299
1978,95,1.099944711
1979,95,1.119068265
1980,95,1.221419692
1981,95,1.250474691
1982,95,1.278987527
1983,95,1.247032285
1984,95,1.234598994
1985,95,1.252477288
1986,95,1.261864305
1987,95,1.263561606
1988,95,1.033540368
1989,95,1.024247885
1990,95,1.06056428
1991,95,1.132369399
1992,95,1.20357275
1993,95,1.238149524
1994,95,1.248204589
1995,95,1.248024106
1996,95,1.259530544
1997,95,1.286641121
1998,95,1.31282115
1999,95,1.325041175
2000,95,0.85745452
1975,910,0.628075182
1976,910,0.571544349
1977,910,0.563607812
1978,910,0.60212779
1979,910,0.601031899
1980,910,0.576051414
1981,910,0.542905509
1982,910,0.503800988
1983,910,0.497132331
1984,910,0.466246575
1985,910,0.481808662
1986,910,0.470003635
1987,910,0.477475643
1988,910,0.482426167
1989,910,0.442760915
1990,910,0.354171783
1991,910,0.420682073
1992,910,0.473746568
1993,910,0.618361115
1994,910,0.653169096
1995,910,0.596163154
1996,910,0.64769417
1997,910,0.585263491
1998,910,0.524600744
1999,910,0.533756912
2000,910,0.861062245
1945,150,0.852240524
1946,150,0.030529223
1947,150,0.04879012
1948,150,0.066723637
1949,150,0.088926256
1950,150,0.225540698
1951,150,0.182321593
